claim,claim_label,claim_id
"""We found [U.S. weather] stations located next to  the exhaust fans of air conditioning units, surrounded by asphalt  parking lots and roads, on blistering-hot rooftops, and near sidewalks  and buildings that absorb and radiate heat.",2,2214
"We found 68 stations located  at wastewater treatment plants, where the process of waste digestion  causes temperatures to be higher than in surrounding areas.",0,2215
"Numerous studies into the effect of urban heat island effect and microsite influences find they have negligible effect on long-term trends, particularly when averaged over large regions.",3,2217
The increase in temperatures since 1975 is a consistent feature of all reconstructions.,0,2219
Natural temperature measurements also confirm the general accuracy of the instrumental temperature record.,2,2221
A large number of ancient mass extinction events have been strongly linked to global climate change.,0,2222
"Because current climate change is so rapid, the way species typically adapt (eg - migration) is, in most cases, simply not be possible.",1,2223
"Every part of the Earth's climate system has continued warming since 1998, with 2015 shattering temperature records.",0,2227
"but Antarctica is losing land ice at an accelerating rate, which has implications for sea level rise.",2,2229
"[Ice] is expanding in much of Antarctica, contrary to the widespread public belief that global warming is melting the continental ice cap.",3,2230
The majority of peer reviewed research at the time predicted warming due to increasing CO2.,0,2236
"""An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures, but actually lagged behind temperature rises by 200 to 1000 years.",3,2238
"When the Earth comes out of an ice age, the warming is not initiated by CO2 but by changes in the Earth's orbit.",2,2241
The warming causes the oceans to release CO2.,0,2242
"The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.",0,2243
So CO2 causes warming AND rising temperature causes CO2 rise.,0,2244
"Overall, about 90% of the global warming occurs after the CO2 increase.",2,2245
"""His [Dr Spencer's] latest research demonstrates that – in the short term, at any rate –  the temperature feedbacks that the IPCC imagines will greatly amplify  any initial warming caused by CO2 are net-negative, attenuating the  warming they are supposed to enhance.",3,2246
"His best estimate is that the  warming in response to a doubling of CO2 concentration, which may happen  this century unless the usual suspects get away with shutting down the  economies of the West, will be a harmless 1 Fahrenheit degree, not the 6  F predicted by the IPCC.""",1,2247
Climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time.,0,2248
"Some global warming 'skeptics' argue that the Earth's climate sensitivity is so low that a doubling of atmospheric CO2 will result in a surface temperature change on the order of 1°C or less, and that therefore global warming is nothing to worry about.",1,2250
"And  since the last ice age ended almost exactly 11,500 years ago…"" (Ice Age Now)",2,2255
"The warming effect from more CO2 greatly outstrips the influence from changes in the Earth's orbit or solar activity, even if solar levels were to drop to Maunder Minimum levels.",0,2256
'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,1,2257
"The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem, the increasing acidity of our oceans.",0,2260
"Last December, the respected  journal “Oceanography” published projections (see graphic below) for this rising acidity, measured by falling pH",0,2261
"Since the hockey stick paper in 1998, there have been a number of proxy studies analysing a variety of different sources including corals, stalagmites, tree rings, boreholes and ice cores.",0,2262
They all confirm the original hockey stick conclusion: the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920.,0,2263
"A number of independent investigations from different countries, universities and government bodies have investigated the stolen emails and found no evidence of wrong doing.",0,2266
"Focusing on a few suggestive emails, taken out of context, merely serves to distract from the wealth of empirical evidence for man-made global warming.",0,2267
“[T]he 1079 emails and 72 documents seem indeed evidence of a scandal  involving most of the most prominent scientists pushing the man-made  warming theory - a scandal that is one of the greatest in modern  science.,0,2268
"It found the scientists' rigour and honesty are not in doubt, and their behaviour did not prejudice the IPCC's conclusions, though they did fail to display the proper degree of openness.",3,2272
[…] Constant 24-7  media coverage of every significant storm worldwide just makes it seem  that way.”,0,2275
It is unclear whether global warming is increasing hurricane frequency but there is increasing evidence that warming increases hurricane intensity.,0,2276
"Al Gore's film was ""broadly accurate"" according to an expert witness called when an attempt was made through the courts to prevent the film being shown in schools.",3,2277
"While there are minor errors in An Inconvenient Truth, the main truths presented - evidence to show mankind is causing global warming and its various impacts is consistent with peer reviewed science.",3,2280
"While there are isolated cases of growing glaciers, the overwhelming trend in glaciers worldwide is retreat.",0,2282
"In fact, the global melt rate has been accelerating since the mid-1970s.",0,2283
"Cosmic ray counts have increased over the past 50 years, so if they do influence global temperatures, they are having a cooling effect.",0,2284
"By regulating the Earth’s cloud cover, the Sun  can turn the temperature up and down. ...",0,2286
"While the link between cosmic rays and cloud cover is yet to be confirmed, more importantly, there has been no correlation between cosmic rays and global temperatures over the last 30 years of global warming.",0,2288
"In fact, in recent years when cosmic rays should have been having their largest cooling effect on record, temperatures have been at their highest on record.",3,2289
"Hypothetically, an increasing solar magnetic field could deflect galactic cosmic rays, which hypothetically seed low-level clouds, thus decreasing the Earth's reflectivity and causing global warming.",3,2290
